puzzle,method,solution-length,solution,initial-h,run-time(ms),nodes-expanded,nodes-per-second,iterations
cbeoanfplmjdhgki,manhattan,52,ddlurdlllurrdllururddruldluuurrdlluldrrulddrurddlurd,34,5728.24,19350678,3.37812e+06,10
nfmelcpghokbjaid,manhattan,57,dldruuldluurrrdddlullururdruldrdlldluruulddrdluururrddldr,43,28773.5,97768096,3.39786e+06,8
lbkcjmodigfhnepa,manhattan,53,ululdrdrrululddruldluuruldrdruuldlurddruurdddluurdldr,31,173301,623676786,3.5988e+06,12
afmchjoegnbdlpki,manhattan,52,uldruruuldrrdlllurrdldrrulllururddldrrulldluruurrddd,34,16578.5,59762194,3.60479e+06,10
okbfclmnjgaehpdi,manhattan,60,uruldrrdlllurrrdlllurruuldlurdldrurrddluuurdddluldruuuldrrdd,50,6573.23,23617749,3.59302e+06,6
bkdjcmgihofaelpn,manhattan,49,luurdrdllurruulldldrruuldlddrurrulldrrulullddrrrd,39,827.305,3149733,3.80722e+06,6
lkbpoemiadnhjfcg,manhattan,59,ddlullurrdllurrrdlldrdruululdldrurulldrrddruuulddldluurddrr,41,63427.1,228394616,3.6009e+06,10
hakegnmfojbcildp,manhattan,54,lluuuldrrrdllururdddlluldrururdldluuurdluldrurrdlldrrd,38,17756.7,64449506,3.62958e+06,9
foinkbpadmjgehcl,manhattan,55,dllurddruulurdlddruuruldldldrrurullurddrdlululurdldrdrr,43,14762.9,52892055,3.58277e+06,7
iclmegjhpbafondk,manhattan,56,rruulddruruldrdluulddrdrululldrulurdddluurrrdldluururddd,32,2.15278e+06,7725230005,3.58848e+06,13
bihpklcofdamgjne,manhattan,51,ldlddlurrrdlllurrrullldruurdddruuullldrrdldluurddrr,41,3625.05,13057003,3.60188e+06,6
olhcnbfdeaimpkgj,manhattan,49,uurulddrrdluulddruuulddrururdldrdllurrdlluldrurrd,35,650.133,2235248,3.43814e+06,8
pnbojcdlkigahfme,manhattan,60,dddruuurddruuldldluurddruldldrrurdlurulddrulllurrulldrdldrrr,38,209725,751698093,3.58421e+06,12
ibckfmpanlhoejdg,manhattan,45,ruldddluuurdddluluurdlddruuldrrrdlurulurdldrd,31,3201.89,12464625,3.89289e+06,8
mhdknefacbgpiolj,manhattan,45,dluurullddluurdrulddrrulldrdlluuurrddldlurrrd,33,275.174,976626,3.54912e+06,7
imlbcpeghnofkjad,manhattan,56,ulddrdruldluruulddrururdddlllurruulldrrrulldrrdluurdlddr,38,56221.8,193832197,3.44764e+06,10
nfiljckpbmheadog,manhattan,56,ddlluruuldlurdlddrurdluurddluuurdrulllddrurulldrrdrulddr,38,123541,428712788,3.47021e+06,10
kgihblmpenaodfcj,manhattan,58,dlulddlurrrulddluurulldrrddruuldluurdluldddrruuruldlldrdrr,42,90556.8,301560497,3.33007e+06,9
mkjencodlafpbigh,manhattan,51,luurdllurdldldrruurddlulluurdddluuurdrrdlldlururddr,39,2234.16,7529078,3.36998e+06,7
hoejngkdbliacmfp,manhattan,60,luluuldddrrurdlluuurrdlddluluurrdldrrullldruurdddluulurdrdrd,42,84141.7,282068597,3.35231e+06,10
jagedpfbonhimclk,manhattan,46,lurdrrdllurrulldrrddlullurrdldrullurrdruuldrdd,34,950.068,3259051,3.43033e+06,7
imobkgpflecahdjn,manhattan,61,uldddruuuldrrdllurruldddluldruluurrdrulddldrrullluurrdrdlldrr,43,136548,426188480,3.12115e+06,10
dnbgpoimflhaejkc,manhattan,55,urdrrddlluurrdldluuruldlurdlddruuruldlddrururuldrddlurd,39,18399,61706563,3.3538e+06,9
aoghjdinckbfmlep,manhattan,44,uuulldrddlulurrulddrrdluulddruruulddllurrrdd,36,6.115,15331,2.50711e+06,5
fckandjmogpbhile,manhattan,56,urddluuurdlldldrulurdrrullurrdlldrdllurulurrdlldrdlurrrd,44,33080.8,111860969,3.38144e+06,7
cgfiohdjeaplmbkn,manhattan,48,rdlurullurrdllddluuruldrdldruruuldrdrdlluuldrrrd,32,15655,53014494,3.38644e+06,9
njpcoflaeikbghdm,manhattan,54,ldldrrurdldrulldruluuldddrulururdrdlluurdddluulurrrddd,38,5427.71,18281467,3.36817e+06,9
imldkjnpgcofbhae,manhattan,58,dlulddruldrruluulddldrruuuldrrdlllurddluuurdddluurrddlurdr,44,19296.9,64950479,3.36585e+06,8
milojpfgchnkdabe,manhattan,58,ddluuurdddrruuulldddruulddluuurdddluurdrruuldlddrruuuldddr,46,2965.45,9934288,3.35001e+06,7
kbnfmjlgapdiecoh,manhattan,51,ulddruurdrulullddrruurdddlllurdruluurddluurdrdlldrr,33,5691.51,19342001,3.39839e+06,10
eobkdlmgjanpihcf,manhattan,49,dluuldrrdlluruuldlurdrurddldruluulddldrruuruldrdd,39,251.958,847054,3.36189e+06,6
gnpfibeamjkdcolh,manhattan,44,dlurrdddllluuurrrddlldruluurdddluulurrdldrrd,30,374.952,1258187,3.35559e+06,8
phekcfidjlmanbgo,manhattan,52,dddrurrdlluurdlldruuldrurulldrrrulddrdluruullldrrdrd,34,9556.52,32036156,3.35228e+06,10
odegiamfjklcbhpn,manhattan,51,uuulddrdluurrdldrullldruuldrulurdldrurdldruuruldrdd,37,1829.13,6266097,3.42573e+06,8
ifehpdcknogblmaj,manhattan,47,urdddlururuldrddlurrdllluurdrruullddluurdldrrrd,35,238.689,802344,3.36146e+06,7
libpkagjnoecdmfh,manhattan,51,lddldlurdruldluuurddluurdrrdlllurrurdddluluurrddldr,39,1040.73,3476827,3.34077e+06,7
cokdnbhjagimpfel,manhattan,45,rrurulllddrruluuldddruurdldrurululdlddrururdd,33,372.706,1234409,3.31202e+06,7
egnhbjkcadimlpof,manhattan,52,urrdlluruurdddluuullddrdlurrdlurrdluurdlluuldrrurddd,34,24208.8,80369015,3.31982e+06,10
moliefkjgancpbdh,manhattan,65,uuurdddluuurddluurdrurdddlluldruruurdddluurddlluruurddlulldrrurdd,39,6.25176e+06,24799097857,3.96674e+06,14
haikmgebfljdpnoc,manhattan,49,rurdluururdddlullurrulldrurrdlldrruldldluuurrddrd,31,5811.53,25120608,4.32255e+06,10
cnjmabgphdoliekf,manhattan,52,uldrdlllurrdldrruuldluurrdlddluurulldddruruulldrdrdr,34,4502.49,19580882,4.3489e+06,10
ojhfkgpibanclemd,manhattan,57,uldlurrdlldruuldddrrulldrruurddlulururddlluurrdllulddrrdr,43,34640.2,152280461,4.39607e+06,8
cdmokbehapnfjilg,manhattan,47,uldrururdddlulurrdluullddrulddrururullddldrrurd,35,307.901,1368769,4.44548e+06,7
opiecjndbkafmghl,manhattan,49,ldddrurdlluruulddrururddldluurulldrrrdldlulurrdrd,39,1545.8,6941562,4.49059e+06,6
cghaonklbpjdmife,manhattan,51,druurdlulldrdruuurdddlurulullddrurdllurrulldrddrurd,33,28260.1,124713254,4.41305e+06,10
mijegcaoblnfhpdk,manhattan,58,urdluluurdruldrdlldrulurdrrullddluuurrrdluldrddrulllurrddr,44,38803,169814346,4.37632e+06,8
mpjhldnigokacbef,manhattan,61,drdruldlulddruuruldlddrrrulldrrulullurddlurddrruuulldddlurrrd,47,66215.1,291029084,4.3952e+06,8
pogceblimnfdkhja,manhattan,52,drulddrurrddlluurdrdllurrdllluurdrdlluuruldrrurddldr,34,8352.64,37829902,4.5291e+06,10
bjdfhpekoicnlamg,manhattan,48,ddlururddluuldrrruuldlulddrdlurrurddlluurdruldrd,36,519.674,2339817,4.50247e+06,7
fbhjnepgocdkmila,manhattan,47,dldrruuuldldlurrddlurruullddluurdlurrddrdllurrd,33,2604.52,11708176,4.49533e+06,8
oldcaghfmepkbnij,manhattan,46,dllurrdruulullddrdrurululddruuldddruuurdddlurd,30,1156.76,5176568,4.47507e+06,9
cmibnpdhfkoljgea,manhattan,50,drdruulddluurdlluurdlurrdlurrddldlluurddluuurrddrd,36,5991.56,26573692,4.43519e+06,8
nmodlphcfbeaijkg,manhattan,54,druurddluruldldluurddluurrdrdlldrruldlluuurrddldlurrdr,36,65342.2,287848992,4.40525e+06,10
donamepgclfibhkj,manhattan,59,urddlurdlldrrulllurrulldrruldddluuurdddrrululddruurulldrrdd,41,102047,445830081,4.36889e+06,10
bhgdenifajcokmpl,manhattan,45,luurdluurdlldruuldddrrurulldldrruruldllurrrdd,23,20619.3,90516865,4.38991e+06,12
efhbnplcjomkaidg,manhattan,48,lddrurdluurulldddruuuldrurrdldrdluruldluurrddldr,32,22849.6,100764251,4.40989e+06,9
jlfpgicdkeahnbom,manhattan,53,dddlluldrurrulldrdluluruldddruurdluldruurdrdlluurdddr,31,117656,521346444,4.43111e+06,12
pkfgoehladnjbimc,manhattan,50,dddrruuulldrdldrruuulddrrululddrrdluurddluuruldrdd,36,2071.36,9023240,4.3562e+06,8
faijklhepgonbcdm,manhattan,58,uurrdddruuldruuldlddrulldrrruuldldruruuldlulddrulurdldrrdr,42,20492.5,91051184,4.44314e+06,9
ehlfipnmobckdajg,manhattan,56,ddluurdruulddrurdlulldrrdllurrdruuuldddlluuurrdrulldrdrd,42,34021.9,149845573,4.40438e+06,8
iabemfognkclpdjh,manhattan,43,uuurrrdldrululdddrulurdrdluldluururdruldrdd,27,598.845,2708384,4.52268e+06,9
kphecdlnabjfomig,manhattan,51,dddruurulldlurdldrurrdlldrruldllururrullldrrddlurrd,39,2269.53,9972597,4.39412e+06,7
pehakjiodbcflgmn,manhattan,54,drdluurddruldrdllurrrulurdllldruurdddlluuurdrddrulldrr,40,3444.43,14706589,4.26968e+06,8
hbgalepomdjkinfc,manhattan,51,llurrdldldrrruullldrrdruullurrdldldluuurrdllurddrdr,31,35586.8,155797764,4.37797e+06,11
cedpobjfmgkhnlai,manhattan,49,ddldruuulddluldrurddluluruldrdruuldrrddlllururdrd,31,7909.45,34964660,4.42062e+06,10
cdmhofjkpnaibleg,manhattan,50,rruulddlurrddluldruuulddrrrdlllurrulldrrruulldrdrd,40,382.474,1688214,4.41393e+06,6
dalhpmbefkcnoigj,manhattan,47,rrrdllluruldrrrdluulldrddlurrurdldruuuldddlurrd,33,2657.79,11508731,4.33019e+06,8
jhmeladibgkpcnfo,manhattan,55,uulldlddrruruuldldrrullldrulurddrruulldddluurdrdluldrrr,41,6735.15,29891776,4.43817e+06,8
dcmhaibofekpnjlg,manhattan,43,ullulddrrrdluuuldrrddlluurrulldldrrdllurrdr,29,1335.82,5997366,4.48967e+06,8
glmfihocbpdnkjae,manhattan,55,uuldddrrruluurddlldrrululdruuldldrdluuurddlurrurddlldrr,45,480.915,2166990,4.50597e+06,6
okejphlacgmbdfni,manhattan,65,urddrulldrdluruurrddldlurdrulullurrrddldlurulldruurrddllulurrdrdd,49,410168,1801237620,4.39146e+06,9
ocnhjlepgbdkafmi,manhattan,58,lullddrurdluurdlldrdruurddluuldldrurruulllddrrululddrurdrd,38,433718,1895828081,4.37111e+06,11
jhkdmbeonpgilafc,manhattan,51,uruldddluuurddrrululddrdllurrrdluruldlulurrddlurdrd,37,2476.94,11389549,4.59823e+06,8
dobkamlejnhfpcig,manhattan,51,urdruurddluldluruulddrurdldluurruldrrulldrrddluurdd,37,1509.24,6781550,4.49334e+06,8
epilbhgjakmdonfc,manhattan,53,drullddrdlurrurddlllurrrdllluruuldrrrulddruulddlurddr,31,150124,655651708,4.3674e+06,12
glajmphckbodeifn,manhattan,44,urrddluldluurddldruulddrrruluurddlldruuldrdr,34,158.379,732611,4.62568e+06,6
lhopbmckgjedaifn,manhattan,51,dlulldddrurulurrddlulldrdruuullddrdrruluurdlldldrrr,37,1125.59,5012310,4.45304e+06,8
jinlakocghbmfpde,manhattan,58,uuurrdlddluuulddrurdrululddrdruluurddldluulddruruldlurdrdr,44,18214.1,80484350,4.41879e+06,8
engahjflkopdicmb,manhattan,52,lurrdlldrrullldruuldruurrdldluurdddlurrulldluurddrdr,32,43392.1,195140789,4.49715e+06,11
lohafejbkimdnpcg,manhattan,54,uluruldddruurdluurrddlulurrdlldrdruulddluldruulurrdddr,36,15302.1,71744907,4.68857e+06,10
cbfghiklnepdmjoa,manhattan,48,llurrdlluurrdrddluluurrddlurdllulurdruldlurdddrr,26,35919,169344123,4.71462e+06,12
okebjnlmcgdipfah,manhattan,61,rrruulddruulluldrddrrululurrdlldluurddldrruullddrrululurrdrdd,45,119802,566026017,4.72466e+06,9
jpmifokelcahbndg,manhattan,61,rdddruuulddlldruuurddrdlluuldrrruulddrdlllurrrulllurdldrurdrd,43,327299,1536899862,4.69571e+06,10
ghapmkbifejclndo,manhattan,53,ddldluuurddlluurrdlddlurdruuruldrdllurrdlluldrruldrdr,35,11771,55799969,4.74044e+06,10
gaoilfpekbjmhdnc,manhattan,63,ulddrrdllururdlulldrrdllurdrrullulurrrddllulurrdlurrddlluldrdrr,43,88025.4,414230986,4.70581e+06,11
gnhpldobfjcemiak,manhattan,53,dldldrurulurdllldrdlurrdruullulddruuldddrurulurrddldr,37,8605.08,40893963,4.7523e+06,9
oapidejmflnbkgch,manhattan,60,drdldluurddluulurrrdlllddruuurrdldrdlulldrruluurrddlluldrrrd,44,77998.9,367931426,4.71714e+06,9
cnpmhkeolijbfdag,manhattan,64,dddllurrdllururddluuldrrrullurrdlddrulluuldrruldrddluurddluldrrr,46,55251.6,262560879,4.7521e+06,10
pcdnkgefhalbijom,manhattan,46,rddlurrrullldrrdrulddrulllurrdldrruululdlddrrr,32,304.234,1501378,4.93494e+06,8
iedcnjgmpoahklfb,manhattan,50,uurdrrddlluruulddrrdlluldrurrululddluurdrdlururddd,36,2246.4,10591619,4.71493e+06,8
labpfdijcnkeogmh,manhattan,55,dlldluurrddluldrurdldruruuldlddlurrrdlllurrurdlulldrrrd,35,53525.4,252430496,4.71609e+06,11
lenhadocjfipgbkm,manhattan,53,ulluldrurdluldrdrrulddruuuldlddluurddrulldruluurdrddr,35,8019.29,37243653,4.64426e+06,10
nimgobcaldphefkj,manhattan,54,ulddluuurdruldrrulddldluururdrddllluuurddrrdllluurdrrd,40,8517.51,39380972,4.62353e+06,8
ielnhkdogpmajfcb,manhattan,51,rruuldlldrrdruuldruuldlddruldluuurddluurddrrullddrr,45,106.189,461908,4.34987e+06,4
cbdhkfpejmglinoa,manhattan,41,rddluruuldllurrdddluulurdruldlurdrdlldrrr,21,1851.09,8939848,4.8295e+06,11
gldbapnhcfikoejm,manhattan,48,ulddrulddrruldrruuullddldrruurddluluruldlddrrurd,32,3906.54,18668357,4.77874e+06,9
fmhgbnjpclidkeao,manhattan,50,ldluulddrulurdrrdldllurrdllurruurdlullddruulddrrdr,38,3245.83,15323276,4.72091e+06,7
acnoplmgfbdheikj,manhattan,43,ddrrrululdrdluruurdddluuurdddluuuldlddrrurd,33,61.301,305099,4.97706e+06,6
medpjkifcnhlboga,manhattan,51,ldddrulurdldluuurddlluurddldruluurdruldddluuurdrrdd,35,4338.5,20341210,4.68853e+06,9
ocedkjbhgmafilnp,manhattan,46,lluurdluurdllurrdldluurddldrurrdllurrdluulddrr,32,1042.75,4886982,4.68664e+06,8
danlpbhmegkifocj,manhattan,53,rurdrullldrrullddrrdluurdrdlluulddruuldrrruuldlldrrdr,33,33463,157904753,4.71878e+06,11
ikefpboglandhjmc,manhattan,51,rdldrrulldrruuuldlurdrruldrddlullurrruldrdluruldrdd,37,4562.03,21210787,4.64942e+06,8
pfdiegknocahjblm,manhattan,52,drrddruuuldlddrurdluurdllurdllururddlldrrulluurrddrd,34,11412.2,53940646,4.72659e+06,10
ojgenmdpihlafbkc,manhattan,56,ddluluulddruurrdllurrddlurddluldluuurrdlddluuurddldrurrd,40,15587.3,72852600,4.67385e+06,9
obiedlgnchafpjmk,manhattan,57,ruruullddrdruluuldddruurulldrrrulldrrdldluurrddllulurrdrd,43,2476.36,11711901,4.72949e+06,8
fakjhopblcdeginm,manhattan,53,urdldrulllurrrdlldrdruullurdldldrrullurdldrrrululdrdr,41,6704.44,31734990,4.73343e+06,7
oilkmfbnhdjpagec,manhattan,61,ululddldrruuldluurrdruldlddluuruldrddrurdluruldllururddldrurd,45,180867,848866492,4.69333e+06,9
fbnjaidglcophmek,manhattan,47,ulurddluulldddrrullurrdldrrululdlurrdluurdrdldr,35,184.029,789852,4.292e+06,7
bimpnhelkgocjfad,manhattan,55,dddlurdlluuurddllururdrulddrulddluurddluldruluruldrrddr,37,7361.39,34122894,4.63539e+06,10
hockfdngpajlmebi,manhattan,46,urddrruluulldrrullddrdruurulldddruruulldldrrrd,34,118.73,531510,4.47663e+06,7
lhfkipmjcagbedno,manhattan,56,ddluurrrdllldruuuldddruurdluurdruldrdlullddrruulurdrdldr,42,65383.1,312064456,4.77286e+06,8
lofjadcbnmpgheik,manhattan,50,ulddluruulddruurdrulddldruluurddldruruldrdlllurrrd,42,184.366,890477,4.82994e+06,5
bjhelkpignfcdoam,manhattan,61,ddluldruurrddllurruulldldrrulldrruuldrrdldllururulldrrruldddr,43,469559,2345137844,4.99434e+06,10
ebkcngioflhampjd,manhattan,42,rurdlluurdluldrurrdldluruuldlurrrdddluurdd,30,470.168,1660803,3.53236e+06,7
dcafgmepohlkjinb,manhattan,54,dlllurrdllururddldrruldlluuurdldrrulddruruuldrulldrdrd,34,166878,585439074,3.50818e+06,11
hmbnpojalgfdekci,manhattan,59,druurdrdllururddldruululdrddluulurrdllddrurrullldrrrulldrdr,43,62814.6,223017155,3.5504e+06,9
jdpbieafhcoknmgl,manhattan,44,lddluurdrrulldddruuruldlldrdluuurrrdldlurdrd,28,1561.25,5715302,3.66072e+06,9
hbafocngmedkijpl,manhattan,47,llurdrrulululdrurdrddluullurrrdluldldrurdldrurd,29,8409.87,30121554,3.58169e+06,10
dogaplfjcebnikmh,manhattan,51,drurdldrurdlulurrdluurdlulldrrulldrdrurullldddrrurd,37,8151.99,28492137,3.49512e+06,8
kidbgehmcapnlfoj,manhattan,54,rulllurddrrdluruulldlddrrulldrrululurdrrdlllurruldddrr,38,40964.1,141617809,3.45712e+06,9
mgolpicbfnekhjda,manhattan,57,urrdddruldllurrdlluurddluurrrullldrrulddrurdldruluurddldr,39,28192.2,99202388,3.51879e+06,10
glmahikbenfdpojc,manhattan,55,urururdddluulurrdlldrrulddluldruulurrdlldrrrdlurulldrdr,37,55132.9,192462932,3.49089e+06,10
kmfigldejbpcohan,manhattan,60,ulurrddluurddllurddllurrdruldllurulurrdlldruuldrurrdddluldrr,44,155394,527071421,3.39184e+06,9
olefgdjckhpamnbi,manhattan,58,luurdluldrurrdddluurddlulurrdlllurrrddluluulddruurdlurrddd,42,426947,1400798479,3.28096e+06,9
hbngkpicdjaofelm,manhattan,52,rddrulluruldlurdlddrurulurrdlllddrruullddrrruulurddd,40,14763.7,49665207,3.364e+06,7
cihmkbedofanjpgl,manhattan,50,uluruldrrurdluldrddluurddllurrrdllluuruldrddruldrr,36,3107.73,10412379,3.35048e+06,8
pnhgbfeimkacjold,manhattan,46,drdrurddlllurrulldrruullddrruurddluurdddluldrr,32,1592.72,5429037,3.40866e+06,8
bafgmclpkhejoind,manhattan,48,ddluulurdrdllldrrrulllururrddlldlurdruuullddrrrd,30,23037,77680746,3.37199e+06,10
cfpbmdihnglakjeo,manhattan,46,dlurrddldlluuurrddlulurdrrulldrddlluuruldrdrdr,32,1240.08,4027503,3.24778e+06,8
gcnedjklamfhibpo,manhattan,47,uuurddllulurdldrdruuuldrrullldrddrurululddldrrr,31,2056.18,6780630,3.29768e+06,9
flbpioaeckhmjgnd,manhattan,53,lddrdluurdllurdllururrddllurdldluuurrdlddrrulullddrrr,37,19092,64073876,3.35606e+06,9
hjepfadiolnkcgbm,manhattan,59,ddllldrrrullluruldrddrruululddldrruuurdluldrdllurrdllurrdrd,41,66883.9,225004085,3.3641e+06,10
gnliopbkcdefjmha,manhattan,60,rurdldllururddlldruuuldrurdddruuuldddruulddluurdlluruldrrdrd,48,315436,1066062642,3.37965e+06,7
bagfhdoenclkijpm,manhattan,47,ruuldrulllurddldrrruululdlddruruurdlulddlurrddr,29,7025.11,23933740,3.40688e+06,10
cnoalgmdbhpkfjei,manhattan,52,uurdlllurrdlddrruulllurdlddrrululddrrruululdlddrurdr,40,1836.54,6352808,3.45913e+06,7
jfabdghlkpicoemn,manhattan,47,rrulllurrdllddruldrrruulurdldlulurrdllddrruurdd,31,11147.1,37825044,3.39326e+06,9
bdpmljaofgkhneci,manhattan,54,ldrddrulluldrurrdlldruuruldrddluulldrrululddrdlururrdd,36,44478.8,151171680,3.39874e+06,10
enipmbhdogfacklj,manhattan,49,dluldrdrdllluurrdldluurruldrdruldlurddluulurrdrdd,37,2903.99,9858947,3.39496e+06,7
igmdeocblkpfanjh,manhattan,50,luurddlldrruurddluluuldrrrdllluruldrddluuruldrrddr,30,55776.9,190624453,3.41762e+06,11
ogcdjbiephlkmafn,manhattan,46,uurdrrdlldluuurddluruldrrddruuldlldrrullurrdrd,30,1610.58,5412874,3.36082e+06,9
jepabfcihkodglmn,manhattan,52,dldluurdrrdlldrrullururddlllururdldldruluurddrulddrr,34,29587.2,100820189,3.40756e+06,10
hnijcpfbdmgleako,manhattan,48,uldddruulddruruuldldrurrulllddrurrulldldrruldrdr,38,240.342,850021,3.53671e+06,6
dmaogkcnplehbijf,manhattan,58,uurdlurrdlddluuurrdlddluurdrruulldddrruulddruuldllurrdldrr,40,90690.4,307500399,3.39066e+06,10
gfimolpckanhbjde,manhattan,61,urdddluluruldrdlulddruulddrruluuldrrrddluurdlllurrulldrrurddd,45,415790,1403065581,3.37446e+06,9
neiogjmhldfpbcak,manhattan,59,luldrdluluurdlddruurddluuruldrdruuldrddlluuldrrullurdddrurd,45,11531.1,38935746,3.37657e+06,8
bkdnfmocegaphlji,manhattan,55,uulddluldrurdrulddlluurrulddrdruldlurdruluullddrdruurdd,39,25302.3,85275494,3.37027e+06,9
jmaoiekfnpbhlcgd,manhattan,55,uuldrurddlurdrdllluuurdrrdldlluurrrulddruulddrdluruldrd,37,80222.1,271333588,3.38228e+06,10
nadoelhjikpcfgmb,manhattan,50,ldruruullldddrrruulddluuurddldrrullurddluluurddrdr,34,15641.9,53014491,3.38926e+06,9
maflckpedgibjnoh,manhattan,49,dlulurdrrddllulurrrdlldluurruldrrulddrulurdldldrr,33,8418,29139955,3.46162e+06,9
bjiefmoanghpdclk,manhattan,55,dllluurrddluuurdruldddluluurrddlulurrdrulldrddlluurrdrd,41,32737.4,111279668,3.39916e+06,8
lgadofpknbcijhem,manhattan,55,ddlluururdldluurddrrdlurullldrrulldrdruldlurrrdluurdldr,37,125234,423606570,3.38252e+06,10
gdnoapkjhebmlfci,manhattan,54,rddruuullldrdldrrruuulddlldrrrulllururdrdluldldrruldrr,44,1858.89,6219829,3.34599e+06,6
ponhgflmkacbeidj,manhattan,56,ddruldrrurdluldrdruluurddluurdlluldddruuurdllddrurdlurrd,40,8669.58,29424781,3.39403e+06,9
jifbgdchepklaomn,manhattan,39,drruuldlldrruululddruulddruurrdllurrddd,25,165.309,566299,3.4257e+06,8
mlpdgcjnheokfabi,manhattan,52,ldddrruululddluurdddruuldluurdddlurdrurulldrrdllurrd,40,3216,11084199,3.44658e+06,7
dnfkbalhmicgpoej,manhattan,45,urrurdldruululldrdruulddrurullldrdrdlurruldrd,31,871.112,3106484,3.56611e+06,8
gjdobnhamplceikf,manhattan,43,ldrururulddruldluurdllurdlddrrruldluruldrdr,33,148.487,480233,3.23418e+06,6
mhjnabcgeldkifop,manhattan,48,uullurddluuldrurdruldrdlldrrullurddluulddruurrdd,28,11421.9,39020624,3.41629e+06,11
kdngflmciojabehp,manhattan,52,lulldrrurdlluruullddrrululdddruuuldddrruuruldrdlldrr,40,2906.54,9901268,3.40655e+06,7
bhgjedinlpofkacm,manhattan,51,ldrrrulldrrulurullddldrururulldldrrdlururullldrdrdr,39,2061.2,6997166,3.39471e+06,7
inockjahfpeblgmd,manhattan,55,uruldldrrulddruuuldrrddluurdllulddruluurrddlluurrrddldr,37,91658.1,309408500,3.37568e+06,10
bnclipojemghfkad,manhattan,50,rddluuurddlldrrulurdrdllulurrrdluurdlulldrdrurdldr,30,93277.1,315101837,3.37813e+06,11
libnpkogmhcaefjd,manhattan,57,urrrddlurdlldluurruldddrurdluuldluurrrdddlullurrurddlldrr,39,89775.9,301996274,3.36389e+06,10
jaeomghpncbkilfd,manhattan,50,ldlluurrdlurrddldlulurrrddlluruurddluurdlldldrrurd,34,37116.6,125590745,3.38368e+06,9
ljchenpdagfbmoik,manhattan,49,ddlurullurdldruuldrrrdlldruluurdrddlluurrulldrdrd,27,77153.1,260056202,3.37065e+06,12
ecmdijlfpabhkgon,manhattan,40,urdruuldddluuurdrrdllurddlurdrullldrrurd,28,93.396,327662,3.50831e+06,7
lcomajndkigpbfhe,manhattan,57,luurdddluuuldlurdlddrrurdlluurdlulddruulurdrrdlllurdldrrr,39,42881.9,144697452,3.37433e+06,10
olhdagjfnbkmecip,manhattan,52,uluulldrddrruululddldrruuurdldrulllddrurdruuuldldrdr,34,13458.3,45461915,3.378e+06,10
agmnhblfojceidpk,manhattan,55,llururdrulldruurddluuldldrrulldrdlurrdrulurdldluururddd,37,67359,227754495,3.3812e+06,10
nhaobdkjfcpelgim,manhattan,54,uuldrrdlurullldrddrruuulldrulldrdldrruuldldrruldrruldr,44,2089.63,7019271,3.3591e+06,6
gkmabdepojfhilcn,manhattan,54,uldlurdrullldrrddlulurrdluurdrdlululdrdrdluldrrrulldrr,36,29402.8,99443194,3.3821e+06,10
lgobmdjhnipfakec,manhattan,56,dluldruruurdllldruuldrurddrdllurullddrrurulddruuuldldrdr,38,128653,434367879,3.37627e+06,10
mnhpbjkdfociegal,manhattan,49,dlddluurullddrrrulldrdlulururddluuldddruulddrurrd,33,3687.55,12505076,3.39116e+06,9
jincfkoahdplmgbe,manhattan,50,urdllulurdruldrddruulddluluurrddlurddlulururrdlddr,40,949.565,3216962,3.38783e+06,6
kfpojcmbniheldga,manhattan,60,rdddluuldrruldrdlllurrdllururuldlurdldruurrddlurddluluurrddd,46,96307.8,324876995,3.37332e+06,8
plmfdoikabhcjnge,manhattan,58,dddruuurrdddlurdlluuuldrrddlulurrddlluurruldrruldrddluurdd,42,59212.5,200141295,3.38005e+06,9
gocfkelpjdminhab,manhattan,58,lulddrdllurrrdlllurrrulurdllldrrrulluldrddrurdluuuldrurddd,42,78692.8,265890557,3.37884e+06,9
omjfigkplehbdcan,manhattan,62,dldlurdrulullurdddluuurdddruldluuurrrddldlluururrdddlluuurrddd,46,271418,918780978,3.38512e+06,9
bhgopedfmnaijklc,manhattan,47,rurddrdlluurrddllluurdruruldlulddrrrullddrruldr,33,2708.86,9153610,3.37913e+06,8
amcbdlonifhpjkeg,manhattan,47,ullldrdrruulurdllurdruldddruuldluldrdluruldrdrr,33,3323.75,11322468,3.40653e+06,8
defnjlahkimgcbpo,manhattan,49,llurdrulurdldluuruldrrurddluulddrurulldddrulldrrr,37,643.133,2136343,3.32177e+06,7
eijandfkohlmgbcp,manhattan,50,ululddrruullurrdldllururddldrulldruluurrddluurddrd,40,352.537,1197645,3.39722e+06,6
hbgomladnkicefjp,manhattan,54,lulururddlllurrulldrddruurddlulldruuurdllddrurrulldrrd,32,95541.5,323553280,3.38652e+06,12
obnphfgaielmkjcd,manhattan,61,dddluurddluuurdllurdllurrdldrrullldrurddlluururddldrurdluldrr,33,1.11164e+06,3734573046,3.35951e+06,15
coefailjgkbmpdhn,manhattan,57,urrrdluuulldrddruuulddrrdluulurdrullddldrrullurrrdllurdrd,41,52207,176329398,3.3775e+06,9
hgnjfiebcmokldap,manhattan,56,uldllurrdllurururddlurddluuullddrdruuulldrdruurdllurddrd,44,1507.63,5071053,3.36359e+06,7
hmlpcfgoibdnkjae,manhattan,55,dlddruuuldlulddruldrrdllurrruulllddrurullddrdrruuldldrr,39,5417.99,18249294,3.36828e+06,9
